FRAME, TEMP, CHAN1, CHAN2, CHAN3, CHAN4, CHAN5, CHAN6, CHAN7, CHAN8, CHAN9, CHAN10, CHAN11, CHAN12, CHAN13, CHAN14, CHAN15, CHAN16, CHAN17, CHAN18, CHAN19, CHAN20, CHAN21, CHAN22, CHAN23, CHAN24, CHAN25, CHAN26, CHAN27, CHAN28, CHAN29, CHAN30, CHAN31, CHAN32
140.000000,35.245899,0.968392,-0.334311,-0.534876,-0.713384,-0.862386,-0.849242,-0.748792,-0.630766,-0.474635,-0.060288,-0.098688,-0.115178,-0.077015,0.025261,0.073277,0.112188,0.131097,0.130714,1.361372,1.360513,1.360993,1.361082,1.361383,1.359693,1.360473,1.361142,1.360642,1.360757,1.361233,1.361533,1.360677,1.361056
141.000000,35.245453,0.968388,-0.336298,-0.536583,-0.714787,-0.863431,-0.850133,-0.749609,-0.631547,-0.472712,-0.060841,-0.097763,-0.114543,-0.076667,0.025440,0.073260,0.112186,0.130908,0.130601,1.361808,1.361127,1.361438,1.361569,1.361916,1.360230,1.361011,1.361563,1.361002,1.361283,1.361713,1.361920,1.361048,1.361514
142.000000,35.244217,0.967972,-0.337133,-0.537231,-0.715224,-0.863417,-0.850184,-0.749707,-0.631873,-0.469985,-0.060744,-0.097183,-0.114166,-0.076242,0.025789,0.073471,0.111895,0.130660,0.130346,1.362323,1.361812,1.361960,1.362086,1.362561,1.360837,1.361681,1.362106,1.361514,1.361902,1.362422,1.362573,1.361781,1.362138
143.000000,35.244419,0.970399,-0.336078,-0.536211,-0.714883,-0.862895,-0.849931,-0.748993,-0.630870,-0.466271,-0.059201,-0.095981,-0.112947,-0.074829,0.026981,0.075032,0.113558,0.132193,0.131940,1.363562,1.363088,1.363300,1.363427,1.363652,1.362213,1.362986,1.363384,1.362854,1.363269,1.363551,1.363945,1.363060,1.363536
144.000000,35.242615,0.971071,-0.335698,-0.536102,-0.714941,-0.863306,-0.850318,-0.749356,-0.630961,-0.467830,-0.059416,-0.096417,-0.113256,-0.075180,0.026781,0.075119,0.113974,0.132603,0.132183,1.363898,1.363428,1.363799,1.363826,1.364007,1.362612,1.363280,1.363823,1.363374,1.363670,1.363904,1.364351,1.363406,1.364038
145.000000,35.242348,0.969352,-0.336048,-0.536513,-0.714963,-0.863672,-0.850506,-0.749950,-0.631760,-0.468303,-0.060213,-0.097302,-0.114217,-0.076222,0.025915,0.074113,0.112805,0.131731,0.131048,1.363364,1.362784,1.363342,1.363193,1.363569,1.362106,1.362640,1.363414,1.362952,1.363194,1.363581,1.363734,1.362903,1.363565
146.000000,35.242142,0.968707,-0.336766,-0.537448,-0.716019,-0.864749,-0.851554,-0.751229,-0.633007,-0.472977,-0.060925,-0.098612,-0.115584,-0.077434,0.024827,0.072749,0.111197,0.130645,0.129565,1.363013,1.362465,1.362949,1.362731,1.363144,1.361647,1.362199,1.362843,1.362436,1.362731,1.363122,1.363037,1.362420,1.362898
147.000000,35.241051,0.970330,-0.336422,-0.537583,-0.716408,-0.865298,-0.851940,-0.751561,-0.633302,-0.474951,-0.061225,-0.098840,-0.115867,-0.077500,0.024809,0.072774,0.110908,0.130580,0.129607,1.364317,1.363795,1.364331,1.363994,1.364542,1.362891,1.363645,1.364129,1.363814,1.363988,1.364364,1.364269,1.363831,1.363980
148.000000,35.239548,0.972234,-0.336606,-0.538011,-0.716976,-0.865945,-0.852506,-0.751634,-0.633388,-0.471568,-0.060662,-0.097506,-0.114754,-0.076545,0.025747,0.074057,0.112419,0.131629,0.131098,1.366925,1.366464,1.367087,1.366731,1.367421,1.365612,1.366475,1.366990,1.366654,1.366742,1.367144,1.367033,1.366626,1.366634
149.000000,35.238655,0.972919,-0.337511,-0.538817,-0.717798,-0.866796,-0.853208,-0.752210,-0.633587,-0.475112,-0.059796,-0.096433,-0.113824,-0.075990,0.026249,0.074754,0.113477,0.132379,0.131820,1.368014,1.367510,1.368242,1.367890,1.368436,1.366731,1.367667,1.368057,1.367815,1.367920,1.368211,1.368213,1.367722,1.367857
150.000000,35.238167,0.971846,-0.337886,-0.539125,-0.718068,-0.867244,-0.853573,-0.753119,-0.634530,-0.478384,-0.060962,-0.098352,-0.115638,-0.077426,0.025005,0.073064,0.111503,0.130956,0.130076,1.366074,1.365639,1.366373,1.365873,1.366273,1.364741,1.365659,1.366173,1.365854,1.365953,1.366141,1.366273,1.365753,1.365951
151.000000,35.238281,0.970574,-0.336422,-0.537285,-0.716297,-0.865068,-0.851795,-0.751204,-0.632823,-0.473615,-0.061086,-0.098315,-0.115524,-0.077140,0.025155,0.073092,0.111667,0.131099,0.130370,1.362775,1.362406,1.363184,1.362615,1.362907,1.361443,1.362239,1.363124,1.362525,1.362576,1.362726,1.363038,1.362339,1.362572
152.000000,35.236500,0.969676,-0.335096,-0.535671,-0.714310,-0.862918,-0.849606,-0.749117,-0.630940,-0.468734,-0.060025,-0.097316,-0.114420,-0.076127,0.025777,0.073907,0.112420,0.131526,0.131084,1.361632,1.361283,1.362085,1.361520,1.361847,1.360320,1.361174,1.362047,1.361414,1.361504,1.361758,1.362018,1.361423,1.361605
153.000000,35.237022,0.970059,-0.336629,-0.537595,-0.716009,-0.865137,-0.851393,-0.751137,-0.633201,-0.472073,-0.061223,-0.098691,-0.115609,-0.077307,0.024832,0.072770,0.110979,0.130283,0.129689,1.363605,1.363182,1.364015,1.363619,1.363871,1.362288,1.363212,1.364103,1.363433,1.363618,1.363857,1.364115,1.363551,1.363765
154.000000,35.235962,0.972464,-0.337986,-0.539307,-0.718063,-0.867403,-0.853542,-0.752919,-0.634406,-0.474116,-0.060954,-0.097640,-0.114772,-0.076731,0.025612,0.073686,0.112186,0.131208,0.130797,1.367223,1.366682,1.367629,1.367234,1.367471,1.365892,1.366866,1.367665,1.367061,1.367159,1.367338,1.367684,1.367173,1.367284
155.000000,35.235775,0.973022,-0.337022,-0.538357,-0.717802,-0.866730,-0.853170,-0.752261,-0.633367,-0.472052,-0.059587,-0.097076,-0.114299,-0.076082,0.026186,0.074408,0.113079,0.132046,0.131828,1.366532,1.366115,1.367090,1.366682,1.367023,1.365423,1.366419,1.366999,1.366434,1.366550,1.366758,1.367141,1.366556,1.366590
156.000000,35.234726,0.970299,-0.334953,-0.535389,-0.714610,-0.862829,-0.849549,-0.748681,-0.629830,-0.468710,-0.058521,-0.095991,-0.113002,-0.075172,0.026683,0.075213,0.113968,0.132639,0.132669,1.361380,1.361185,1.361891,1.361700,1.362078,1.360347,1.361414,1.362010,1.361366,1.361569,1.361950,1.362236,1.361648,1.361591
157.000000,35.233498,0.964944,-0.334055,-0.533507,-0.711365,-0.859019,-0.845620,-0.745342,-0.627249,-0.464890,-0.059231,-0.095771,-0.112674,-0.075283,0.026210,0.074297,0.113034,0.131534,0.131363,1.355137,1.354868,1.355454,1.355493,1.355827,1.354112,1.355197,1.355773,1.355313,1.355287,1.355739,1.355906,1.355393,1.355435
158.000000,35.233936,0.960423,-0.334294,-0.533494,-0.710385,-0.857800,-0.844337,-0.744691,-0.627631,-0.467522,-0.061203,-0.098113,-0.114969,-0.077254,0.024291,0.071461,0.109509,0.128613,0.127981,1.351309,1.351041,1.351505,1.351602,1.351911,1.350291,1.351306,1.351878,1.351590,1.351435,1.351962,1.351992,1.351494,1.351696
159.000000,35.232994,0.962385,-0.333714,-0.533280,-0.710410,-0.858112,-0.844788,-0.745018,-0.627925,-0.470854,-0.059934,-0.097950,-0.114746,-0.076882,0.024676,0.072139,0.110125,0.129174,0.128714,1.355039,1.354688,1.355196,1.355143,1.355490,1.353872,1.354772,1.355407,1.355178,1.355062,1.355456,1.355635,1.355063,1.355347
160.000000,35.231476,0.967191,-0.334012,-0.534248,-0.712461,-0.860715,-0.847323,-0.746941,-0.629313,-0.469080,-0.059186,-0.097260,-0.113926,-0.076170,0.025683,0.073806,0.112147,0.130891,0.130822,1.360551,1.360093,1.360673,1.360468,1.360802,1.359258,1.360157,1.360727,1.360544,1.360391,1.360768,1.360851,1.360528,1.360660
161.000000,35.232044,0.967538,-0.335247,-0.535823,-0.714184,-0.862457,-0.849027,-0.748462,-0.630692,-0.471370,-0.060161,-0.097773,-0.114591,-0.076691,0.025360,0.073370,0.111635,0.130666,0.130390,1.361167,1.360643,1.361267,1.360998,1.361274,1.359820,1.360633,1.361281,1.361134,1.360910,1.361318,1.361332,1.361117,1.361064
162.000000,35.229694,0.966594,-0.334176,-0.534411,-0.712695,-0.860631,-0.847385,-0.746812,-0.629250,-0.467553,-0.059257,-0.096985,-0.113857,-0.075771,0.025924,0.073995,0.111984,0.131121,0.130698,1.359100,1.358692,1.359247,1.359075,1.359349,1.357883,1.358518,1.359392,1.359029,1.358906,1.359238,1.359337,1.359080,1.358938
163.000000,35.229446,0.967805,-0.333142,-0.533698,-0.712312,-0.860834,-0.847792,-0.747452,-0.629712,-0.467015,-0.059822,-0.098169,-0.114848,-0.076481,0.025480,0.073747,0.111905,0.131018,0.130562,1.360888,1.360481,1.361049,1.360986,1.361212,1.359659,1.360341,1.361367,1.360883,1.360809,1.360948,1.361299,1.360939,1.360869
164.000000,35.229408,0.972245,-0.333330,-0.535134,-0.714680,-0.864203,-0.851422,-0.750770,-0.632194,-0.473273,-0.060160,-0.099540,-0.116159,-0.077341,0.025255,0.073964,0.112549,0.131566,0.131328,1.366783,1.366406,1.366935,1.366865,1.367098,1.365375,1.366281,1.367261,1.366889,1.366762,1.366845,1.367171,1.366894,1.366803
165.000000,35.229004,0.972821,-0.334365,-0.536265,-0.715861,-0.865144,-0.852418,-0.751503,-0.632543,-0.473357,-0.060420,-0.098564,-0.115307,-0.076787,0.025777,0.074358,0.113269,0.132161,0.131873,1.366237,1.365729,1.366434,1.366263,1.366560,1.364792,1.365796,1.366632,1.366364,1.366234,1.366309,1.366603,1.366111,1.366273
166.000000,35.228237,0.970811,-0.335232,-0.536355,-0.715463,-0.864059,-0.851277,-0.750348,-0.631859,-0.471531,-0.060909,-0.097818,-0.114671,-0.076335,0.025732,0.074015,0.112473,0.131462,0.131127,1.363046,1.362690,1.363363,1.363172,1.363417,1.361808,1.362701,1.363432,1.363043,1.363163,1.363252,1.363505,1.362837,1.363180
167.000000,35.227051,0.970327,-0.335237,-0.535973,-0.714850,-0.863267,-0.850340,-0.749322,-0.631117,-0.472338,-0.060183,-0.096884,-0.113872,-0.075561,0.026261,0.074396,0.112757,0.131715,0.131550,1.363353,1.362930,1.363898,1.363566,1.363758,1.362410,1.363034,1.363760,1.363283,1.363537,1.363577,1.363980,1.363156,1.363473
168.000000,35.225430,0.968366,-0.335371,-0.536022,-0.714495,-0.862849,-0.849800,-0.749084,-0.631073,-0.472132,-0.060499,-0.096912,-0.113940,-0.075799,0.026132,0.074070,0.112531,0.131432,0.131202,1.362967,1.362583,1.363494,1.363062,1.363423,1.362078,1.362616,1.363426,1.362941,1.363155,1.363384,1.363700,1.363026,1.363066
169.000000,35.226631,0.969236,-0.334976,-0.535949,-0.714794,-0.863588,-0.850474,-0.749785,-0.631672,-0.470974,-0.061025,-0.098147,-0.115022,-0.076631,0.025554,0.073634,0.112174,0.131142,0.130813,1.364171,1.363847,1.364657,1.364227,1.364704,1.363238,1.363741,1.364696,1.364108,1.364238,1.364646,1.364783,1.364129,1.364276
170.000000,35.224655,0.971227,-0.334747,-0.536137,-0.715490,-0.864535,-0.851625,-0.750784,-0.632436,-0.475898,-0.061584,-0.099742,-0.116491,-0.077669,0.024766,0.073098,0.111530,0.130682,0.130366,1.365680,1.365393,1.366123,1.365713,1.366261,1.364640,1.365198,1.366181,1.365588,1.365671,1.366170,1.366161,1.365571,1.365829
171.000000,35.223156,0.971311,-0.333579,-0.534785,-0.714253,-0.863123,-0.850347,-0.749583,-0.630981,-0.476288,-0.059584,-0.098955,-0.115517,-0.077012,0.025430,0.074100,0.112828,0.131869,0.131453,1.364926,1.364548,1.365239,1.364868,1.365390,1.363788,1.364391,1.365310,1.364814,1.364878,1.365450,1.365332,1.364774,1.364985
172.000000,35.222454,0.968894,-0.334543,-0.535658,-0.714515,-0.863539,-0.850456,-0.750264,-0.632075,-0.476984,-0.061113,-0.100259,-0.116690,-0.078303,0.024144,0.072247,0.110928,0.130301,0.129383,1.363215,1.362758,1.363461,1.363230,1.363710,1.362129,1.362749,1.363634,1.363069,1.363129,1.363742,1.363570,1.362894,1.363238
173.000000,35.222019,0.968992,-0.335092,-0.535922,-0.714629,-0.863505,-0.850505,-0.750169,-0.631935,-0.476894,-0.061252,-0.099408,-0.116031,-0.077621,0.024554,0.072564,0.110990,0.130278,0.129442,1.363044,1.362657,1.363473,1.363305,1.363713,1.362001,1.362826,1.363620,1.363059,1.363027,1.363647,1.363458,1.362732,1.363276
174.000000,35.221046,0.969582,-0.335723,-0.536690,-0.715424,-0.864285,-0.851343,-0.750754,-0.632240,-0.478373,-0.060527,-0.099095,-0.115671,-0.077428,0.024886,0.073121,0.111472,0.130639,0.129979,1.364553,1.364207,1.365096,1.364879,1.365152,1.363543,1.364350,1.365196,1.364594,1.364513,1.365164,1.364912,1.364270,1.364794
175.000000,35.220497,0.971929,-0.336587,-0.538461,-0.717722,-0.867124,-0.854104,-0.753362,-0.634900,-0.480242,-0.061256,-0.100513,-0.117037,-0.078477,0.024178,0.072594,0.110882,0.130142,0.129505,1.368867,1.368496,1.369374,1.369129,1.369393,1.367871,1.368662,1.369624,1.368882,1.368679,1.369346,1.369124,1.368576,1.369069
176.000000,35.219471,0.974083,-0.336186,-0.538343,-0.718024,-0.867519,-0.854454,-0.753321,-0.634806,-0.476412,-0.061076,-0.099485,-0.116151,-0.077428,0.025014,0.073790,0.112199,0.131225,0.130880,1.369579,1.369194,1.370196,1.369978,1.370195,1.368695,1.369392,1.370298,1.369644,1.369331,1.370031,1.370013,1.369376,1.369858
177.000000,35.219849,0.971337,-0.335593,-0.537158,-0.716539,-0.865463,-0.852281,-0.751195,-0.633145,-0.473381,-0.061224,-0.099637,-0.116260,-0.077524,0.024726,0.073212,0.111394,0.130588,0.130119,1.364722,1.364198,1.365347,1.365116,1.365374,1.363800,1.364478,1.365312,1.364814,1.364517,1.365224,1.365292,1.364643,1.365042
178.000000,35.218582,0.970077,-0.333791,-0.534875,-0.714215,-0.863016,-0.849950,-0.749065,-0.630940,-0.474276,-0.059825,-0.099114,-0.115562,-0.076996,0.025183,0.073829,0.112142,0.131088,0.130784,1.363377,1.362932,1.363824,1.363651,1.363870,1.362291,1.363084,1.363897,1.363466,1.363089,1.363871,1.363926,1.363273,1.363664
179.000000,35.218521,0.970673,-0.334875,-0.535812,-0.715287,-0.864289,-0.850989,-0.750429,-0.632133,-0.475688,-0.060872,-0.099274,-0.115825,-0.077295,0.025083,0.073367,0.111723,0.130644,0.130354,1.365016,1.364578,1.365436,1.365317,1.365328,1.364036,1.364737,1.365567,1.365071,1.364692,1.365428,1.365578,1.364607,1.365268
180.000000,35.217934,0.973026,-0.336295,-0.537322,-0.717107,-0.866544,-0.853023,-0.752266,-0.633467,-0.474526,-0.060797,-0.098730,-0.115421,-0.076975,0.025560,0.074040,0.112723,0.131453,0.131189,1.368207,1.367906,1.368728,1.368589,1.368640,1.367401,1.368114,1.368803,1.368272,1.367995,1.368831,1.368792,1.367909,1.368465
181.000000,35.216599,0.973817,-0.337254,-0.538870,-0.718894,-0.868783,-0.855395,-0.754576,-0.635533,-0.475670,-0.061924,-0.100618,-0.117143,-0.078527,0.024412,0.072788,0.111589,0.130580,0.130234,1.369270,1.368886,1.369758,1.369692,1.369773,1.368425,1.369225,1.369786,1.369459,1.369228,1.369948,1.369836,1.369086,1.369543
182.000000,35.216511,0.973392,-0.337250,-0.538846,-0.718996,-0.868514,-0.855430,-0.754548,-0.635789,-0.473791,-0.062048,-0.101197,-0.117567,-0.078769,0.024204,0.072298,0.110587,0.130051,0.129624,1.367261,1.366780,1.367557,1.367602,1.367661,1.366216,1.367092,1.367640,1.367335,1.367270,1.367801,1.367699,1.366984,1.367558
183.000000,35.215557,0.971677,-0.334687,-0.535403,-0.715405,-0.863952,-0.851027,-0.749879,-0.631383,-0.470710,-0.059377,-0.098583,-0.114856,-0.076306,0.025999,0.074281,0.112386,0.131676,0.131437,1.362003,1.361619,1.362233,1.362185,1.362291,1.360928,1.361613,1.362386,1.361884,1.361843,1.362410,1.362309,1.361584,1.362184
184.000000,35.215858,0.969060,-0.333163,-0.533357,-0.712563,-0.860835,-0.847911,-0.747091,-0.628790,-0.469811,-0.058900,-0.097500,-0.113722,-0.075532,0.026502,0.074753,0.112979,0.131967,0.131654,1.360312,1.359798,1.360492,1.360288,1.360413,1.359212,1.359675,1.360719,1.360015,1.359891,1.360521,1.360497,1.359707,1.360321
185.000000,35.213638,0.969038,-0.334660,-0.535357,-0.714258,-0.863363,-0.850264,-0.749803,-0.631742,-0.471951,-0.061776,-0.099651,-0.115803,-0.077611,0.024963,0.072914,0.111255,0.130423,0.129744,1.363599,1.363173,1.363739,1.363604,1.363706,1.362506,1.363082,1.363988,1.363294,1.363263,1.363845,1.363795,1.363065,1.363644
186.000000,35.213577,0.970944,-0.334494,-0.535515,-0.715127,-0.864411,-0.851350,-0.750572,-0.632364,-0.473567,-0.061105,-0.100403,-0.116617,-0.077980,0.024682,0.072854,0.111254,0.130581,0.129966,1.364130,1.364010,1.364301,1.364224,1.364261,1.363080,1.363699,1.364467,1.363770,1.363876,1.364478,1.364310,1.363736,1.364228
187.000000,35.213017,0.969476,-0.332860,-0.533133,-0.712515,-0.861052,-0.848256,-0.747530,-0.629229,-0.473549,-0.058473,-0.098514,-0.114948,-0.076374,0.025745,0.074102,0.112740,0.131733,0.131258,1.360850,1.360686,1.361018,1.360836,1.360740,1.359683,1.360384,1.361098,1.360405,1.360507,1.361097,1.361001,1.360305,1.360884
188.000000,35.212421,0.967621,-0.332902,-0.533294,-0.712115,-0.860928,-0.847867,-0.747799,-0.629764,-0.473845,-0.059642,-0.099464,-0.115837,-0.077332,0.025091,0.072998,0.111575,0.130626,0.129998,1.361198,1.360920,1.361461,1.361264,1.361178,1.360054,1.360852,1.361508,1.360802,1.360911,1.361388,1.361446,1.360628,1.361202
189.000000,35.212322,0.969555,-0.334791,-0.535982,-0.714864,-0.864368,-0.851170,-0.751057,-0.632856,-0.473713,-0.061293,-0.100739,-0.117048,-0.078516,0.024445,0.072211,0.110739,0.129819,0.129233,1.365800,1.365294,1.366134,1.366043,1.365988,1.364790,1.365608,1.366168,1.365476,1.365587,1.366016,1.366209,1.365253,1.365840
190.000000,35.211151,0.972611,-0.337185,-0.538666,-0.718092,-0.867624,-0.854575,-0.753770,-0.635031,-0.474046,-0.062223,-0.100182,-0.116593,-0.078282,0.024687,0.072779,0.111516,0.130477,0.129960,1.368306,1.367753,1.368608,1.368459,1.368518,1.367222,1.368079,1.368657,1.368052,1.368116,1.368586,1.368640,1.367859,1.368388
191.000000,35.210285,0.973764,-0.337402,-0.538717,-0.718772,-0.867993,-0.854997,-0.753722,-0.635075,-0.471843,-0.061499,-0.099301,-0.115695,-0.077439,0.025207,0.073424,0.112048,0.131066,0.130484,1.367857,1.367292,1.368101,1.367871,1.367973,1.366667,1.367547,1.368278,1.367619,1.367641,1.368149,1.368100,1.367453,1.367964
192.000000,35.209465,0.971644,-0.335417,-0.536274,-0.716038,-0.864608,-0.851730,-0.750509,-0.632373,-0.469026,-0.059892,-0.098163,-0.114506,-0.076433,0.025865,0.074196,0.112536,0.131485,0.131012,1.363767,1.363279,1.364017,1.363734,1.363906,1.362614,1.363369,1.364206,1.363445,1.363521,1.364037,1.363875,1.363429,1.363819
193.000000,35.209312,0.968401,-0.334645,-0.535186,-0.714018,-0.862301,-0.849355,-0.748637,-0.630978,-0.470365,-0.059981,-0.098375,-0.114813,-0.076874,0.025201,0.073450,0.111489,0.130579,0.129937,1.360103,1.359648,1.360402,1.360151,1.360458,1.359022,1.359866,1.360667,1.359960,1.359969,1.360468,1.360380,1.359993,1.360333
194.000000,35.208172,0.967896,-0.335413,-0.535708,-0.714107,-0.862397,-0.849323,-0.748597,-0.630763,-0.471236,-0.060355,-0.097440,-0.114109,-0.076386,0.025529,0.073731,0.111780,0.130713,0.130050,1.360144,1.359766,1.360388,1.360192,1.360599,1.359012,1.359880,1.360609,1.359994,1.359964,1.360484,1.360555,1.360134,1.360429
195.000000,35.206715,0.969249,-0.334919,-0.535482,-0.714205,-0.862886,-0.849893,-0.749079,-0.630949,-0.473227,-0.060633,-0.097552,-0.114210,-0.076229,0.025873,0.074129,0.112284,0.131150,0.130498,1.362537,1.362121,1.362747,1.362527,1.362904,1.361326,1.362121,1.362772,1.362432,1.362206,1.362751,1.362816,1.362410,1.362727
196.000000,35.207333,0.971174,-0.334375,-0.535333,-0.714697,-0.863645,-0.850911,-0.750061,-0.631620,-0.473963,-0.060176,-0.098220,-0.114802,-0.076460,0.025813,0.074403,0.112664,0.131660,0.131002,1.365279,1.364847,1.365452,1.365344,1.365460,1.364037,1.364837,1.365442,1.365248,1.364886,1.365421,1.365474,1.365158,1.365329
197.000000,35.206810,0.971845,-0.334690,-0.535484,-0.715016,-0.863793,-0.851250,-0.750083,-0.631306,-0.473052,-0.059405,-0.097067,-0.113751,-0.075770,0.026446,0.075363,0.114351,0.132941,0.132311,1.365929,1.365460,1.366185,1.365849,1.365934,1.364627,1.365434,1.365932,1.365764,1.365406,1.365926,1.365988,1.365595,1.365778
198.000000,35.205292,0.968367,-0.335326,-0.536078,-0.715053,-0.863556,-0.850819,-0.750162,-0.632381,-0.472282,-0.061488,-0.099453,-0.116063,-0.077891,0.024561,0.072686,0.111235,0.130133,0.129239,1.362130,1.361755,1.362467,1.361982,1.362118,1.360995,1.361690,1.362152,1.361861,1.361608,1.362254,1.362323,1.361873,1.361958
199.000000,35.205517,0.965437,-0.334523,-0.535085,-0.713594,-0.861670,-0.848864,-0.748700,-0.631595,-0.465992,-0.061984,-0.100427,-0.116942,-0.078624,0.023847,0.071547,0.109592,0.128581,0.127719,1.357602,1.357209,1.357964,1.357489,1.357767,1.356675,1.357212,1.357746,1.357321,1.357197,1.357816,1.357973,1.357536,1.357459
200.000000,35.204956,0.964887,-0.332765,-0.532746,-0.710947,-0.858923,-0.846255,-0.746137,-0.628738,-0.464311,-0.060269,-0.098496,-0.114974,-0.076882,0.025159,0.073314,0.111465,0.130039,0.129452,1.356936,1.356622,1.357424,1.356948,1.357227,1.356033,1.356692,1.357144,1.356903,1.356619,1.357275,1.357314,1.356927,1.356838
201.000000,35.204876,0.967106,-0.334356,-0.534964,-0.713233,-0.862019,-0.849157,-0.748902,-0.631285,-0.475035,-0.062214,-0.099633,-0.116283,-0.077960,0.024332,0.072468,0.110739,0.129589,0.128852,1.362409,1.362156,1.362993,1.362452,1.362602,1.361519,1.362240,1.362603,1.362407,1.362132,1.362775,1.362797,1.362339,1.362384
202.000000,35.202892,0.971718,-0.336797,-0.538528,-0.717800,-0.867295,-0.854242,-0.753442,-0.635585,-0.478315,-0.062719,-0.100835,-0.117701,-0.079107,0.023768,0.071954,0.110391,0.129531,0.128706,1.368344,1.367950,1.368881,1.368205,1.368478,1.367435,1.368136,1.368518,1.368237,1.368109,1.368731,1.368767,1.368262,1.368378
203.000000,35.203636,0.974667,-0.336967,-0.538883,-0.718848,-0.868294,-0.855143,-0.753871,-0.635462,-0.474894,-0.060386,-0.099226,-0.116024,-0.077591,0.025238,0.073782,0.112361,0.131369,0.130716,1.370112,1.369580,1.370527,1.369834,1.370294,1.369075,1.369810,1.370332,1.370100,1.369772,1.370434,1.370536,1.369926,1.370110
204.000000,35.202461,0.974507,-0.336831,-0.538742,-0.718503,-0.867828,-0.854756,-0.753535,-0.635227,-0.474563,-0.060803,-0.099316,-0.116057,-0.077409,0.025293,0.073874,0.111978,0.131239,0.130627,1.370091,1.369551,1.370385,1.369693,1.370313,1.369022,1.369743,1.370361,1.370120,1.369621,1.370343,1.370421,1.369880,1.369957
205.000000,35.201366,0.974100,-0.335818,-0.537368,-0.717167,-0.866197,-0.853350,-0.751941,-0.633608,-0.473955,-0.059563,-0.098247,-0.115057,-0.076352,0.026075,0.074955,0.113113,0.132101,0.131613,1.368371,1.367888,1.368748,1.368043,1.368684,1.367488,1.368194,1.368797,1.368602,1.368005,1.368782,1.368771,1.368338,1.368289
206.000000,35.201962,0.971316,-0.335616,-0.536691,-0.716268,-0.864922,-0.852018,-0.750838,-0.632848,-0.475884,-0.060654,-0.098818,-0.115530,-0.076876,0.025386,0.073850,0.112253,0.131099,0.130585,1.365113,1.364720,1.365659,1.365052,1.365646,1.364341,1.365132,1.365712,1.365545,1.364911,1.365750,1.365856,1.365230,1.365327
207.000000,35.202633,0.969985,-0.335382,-0.536249,-0.715679,-0.864082,-0.851007,-0.749975,-0.632270,-0.472848,-0.061252,-0.099053,-0.115714,-0.076876,0.025055,0.073296,0.111428,0.130403,0.129886,1.363085,1.362619,1.363592,1.363019,1.363612,1.362306,1.362984,1.363706,1.363526,1.362857,1.363654,1.363897,1.363005,1.363391
208.000000,35.202477,0.970895,-0.333536,-0.533964,-0.713352,-0.861606,-0.848720,-0.747266,-0.629095,-0.470193,-0.058074,-0.095865,-0.112647,-0.074123,0.027353,0.076380,0.114642,0.133061,0.133042,1.362731,1.362457,1.363218,1.362577,1.363142,1.361965,1.362564,1.363218,1.363101,1.362238,1.363194,1.363226,1.362590,1.362773
209.000000,35.201935,0.968559,-0.333569,-0.534093,-0.713035,-0.861578,-0.848782,-0.747879,-0.629965,-0.474661,-0.059631,-0.097958,-0.114525,-0.076075,0.025859,0.074466,0.113031,0.131514,0.131180,1.362177,1.361850,1.362790,1.362104,1.362521,1.361432,1.361989,1.362574,1.362389,1.361558,1.362409,1.362571,1.361812,1.362043
210.000000,35.200684,0.967536,-0.333463,-0.533950,-0.712974,-0.861535,-0.848643,-0.747959,-0.630217,-0.472581,-0.060423,-0.099111,-0.115452,-0.077054,0.024999,0.073538,0.112021,0.130711,0.130222,1.360523,1.360210,1.361095,1.360538,1.360851,1.359788,1.360291,1.360992,1.360754,1.359997,1.360831,1.360998,1.360117,1.360486
211.000000,35.200344,0.966815,-0.333222,-0.533423,-0.712126,-0.860539,-0.847559,-0.746814,-0.629400,-0.469049,-0.059805,-0.098457,-0.114885,-0.076586,0.025110,0.073691,0.111795,0.130605,0.130206,1.358701,1.358490,1.359274,1.358851,1.359079,1.358070,1.358472,1.359155,1.359058,1.358216,1.359056,1.359152,1.358207,1.358705
212.000000,35.200966,0.966815,-0.335109,-0.535575,-0.713657,-0.862143,-0.848998,-0.748533,-0.631326,-0.469652,-0.060504,-0.098761,-0.115349,-0.077223,0.024616,0.072712,0.110730,0.129728,0.129068,1.361415,1.361180,1.362076,1.361627,1.361852,1.360843,1.361268,1.361969,1.361853,1.360979,1.361843,1.361881,1.361074,1.361494
213.000000,35.199989,0.971099,-0.335928,-0.537171,-0.716016,-0.864909,-0.851661,-0.750690,-0.632740,-0.470150,-0.059680,-0.097728,-0.114371,-0.076380,0.025920,0.074239,0.112603,0.131634,0.131022,1.367635,1.367348,1.368275,1.367744,1.368115,1.367008,1.367494,1.368230,1.367982,1.367242,1.368097,1.368074,1.367429,1.367760
214.000000,35.201889,0.973201,-0.336913,-0.538850,-0.718592,-0.868021,-0.854749,-0.753496,-0.635394,-0.473888,-0.061188,-0.099496,-0.116187,-0.077703,0.025032,0.073405,0.111777,0.131226,0.130379,1.369236,1.368889,1.369780,1.369276,1.369744,1.368663,1.369113,1.369852,1.369574,1.368927,1.369713,1.369698,1.369035,1.369298
